side,purpose,relative_path,file_name,row_count,column_count,feature_like_column_count,has_USER_KEY,has_is_repurchase,has_is_promotion,has_repurchase_score,has_churn_risk,columns_preview,sha256,extension,size_bytes,modified_time,file_role
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\12x_model_family_comparison_260516\README.md,README.md,,,,,,,,,,6001a5255a850a3dc806bf48d1b075f2a7f04181350a57641e82fdb198a3ff78,.md,8620,2026-05-19T19:11:53,md
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_best_params_by_scope.csv,14x_best_params_by_scope.csv,16,8,6,False,False,False,False,False,feature_set_name; dataset_scope; model_name; best_trial; best_params_json; best_cv_auc; n_trials_completed; tuning_status,d41346ee6cc03220a53aac331fd8b8f6345d091faf23393632d7e863b430e11b,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_calibration_decile_summary.csv,14x_calibration_decile_summary.csv,160,10,8,False,False,False,False,False,feature_set_name; dataset_scope; model_name; score_type; decile; row_count; observed_repurchase_rate; observed_nonrepurchase_rate; mean_repurchase_score; mean_churn_risk,7f10cab3721b8ec0115276b6cec82a3ee04d48ab6727f4be968ae55f2823e500,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_candidate_recommendation_summary.csv,14x_candidate_recommendation_summary.csv,16,8,7,False,False,False,False,False,feature_set_name; dataset_scope; tuned_model; recommendation; reason; use_for_16x_SHAP_candidate; use_for_final_model; caution,9e2b14c291120e8de3c6c1748911750e9c7736dd825367331700f9db501814d1,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_cv_fold_metrics.csv,14x_cv_fold_metrics.csv,80,15,12,False,False,False,False,False,feature_set_name; dataset_scope; model_name; fold; train_row_count; valid_row_count; auc_train; auc_valid; ap_train; ap_valid; brier_train; brier_valid; logloss_train; logloss_valid; train_valid_auc_gap,1a7b8c53ec9ce07eeeab11318f420c66b5620d3462bd8054c3d532336252d563,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_final_checks.csv,14x_final_checks.csv,41,3,3,False,False,False,False,False,check; status; detail,be9f320c22c2b663763afff7d990bd3dd5d4453a3d6cd4eaab95118f94759b05,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_model_availability.csv,14x_model_availability.csv,5,4,3,False,False,False,False,False,model_name; import_available; will_run; unavailable_reason,a4e6bc0b28dc1dfb8cf565d0e57299e15356cf59a40c9b21d24435e8cca534c3,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_model_summary_by_scope.csv,14x_model_summary_by_scope.csv,16,14,12,False,False,False,False,False,feature_set_name; dataset_scope; model_name; oof_auc; oof_ap; oof_brier; oof_logloss; mean_train_auc; mean_valid_auc; train_valid_auc_gap; fold_auc_std; row_count; feature_count; interpretation_caution,da905bc525313626e0ebe05917cf1a451948aeccca2ebdf10246e33ad2f56739,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_open_risks_for_next_steps.csv,14x_open_risks_for_next_steps.csv,7,3,3,False,False,False,False,False,risk; status; next_step,aff4866c371dc0658d41d77daa90649bdb9b093f0bb6fe1d205c5796447e0dc5,,,,
park,model_result,park.ingyeom\reports\audits\html_claim_validation_core_sources_20260518_212100\park.ingyeom\reports\models\14x_lightweight_candidate_tuning_260516\14x_operating_metrics_at_k.csv,14x_operating_metrics_at_k.csv,48,12,10,False,False,False,False,False,feature_set_name; dataset_scope; model_name; k_label; selected_n; nonrepurchase_events; base_nonrepurchase_rate; precision_at_k; recall_at_k; lift_at_k; mean_churn_risk; mean_repurchase_score,497744ed9c4a2dd012a3954249dd92341c0f3c0be7c38cc46b50e3f714a87776,,,,
