side,source_group,relative_path,model_name,dataset_scope,feature_set,metric_auc,train_valid_gap_or_overfit_metric,auc_columns_available,gap_columns_available,columns_available
PUBLIC,PUBLIC_score_source,PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores\15_oof_readiness_for_shap_segmentation.csv,,promo1,,0.859147,,oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag,,model_family; scope; oof_roc_auc; oof_pr_auc; suspicious_high_auc_flag; shap_readiness; segmentation_readiness; reason
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
PUBLIC,PUBLIC_score_source,PUBLIC\results\17_segmentation_design_260520\promo_scope_oof_behavior_segments\17_readiness_for_18_business_storyline.csv,,,,,,,,decision_item; status; evidence; user_approval_required; notes
