variable,candidate_formula_id,candidate_formula_description,source_files_used,source_columns_used,join_key,date_basis,observation_window,denominator,zero_denominator_policy,missing_policy,compared_rows,matched_rows,mismatched_rows,match_rate,max_abs_diff,mean_abs_diff,sample_mismatch_1,sample_mismatch_2,sample_mismatch_3,sample_matches,sample_mismatches,selected_candidate,selected_as_best_candidate,confidence_level,null_match_handling,reason,note
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_2,watch_time_w3 / watch_time_w1 capped at 2,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15077,8266,0.6458895600394122,10.0,0.6620352603050594,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=2.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=2.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=2.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=2.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_5,watch_time_w3 / watch_time_w1 capped at 5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15516,7827,0.6646960544917105,10.0,0.5680045436099542,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=5.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=5.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=5.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=5.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_10,watch_time_w3 / watch_time_w1 capped at 10,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,16327,7016,0.6994388039240886,10.0,0.4750333927979729,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=10.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=10.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=10.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=10.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_20,watch_time_w3 / watch_time_w1 capped at 20,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15690,7653,0.6721501092404575,20.0,0.8131882395475327,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=20.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=20.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=20.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=20.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_50,watch_time_w3 / watch_time_w1 capped at 50,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15690,7653,0.6721501092404575,50.0,1.4857127739567164,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=50.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=44.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=50.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=44.0",False,False,,both_nan_match,,
w3_to_w1_ratio_capped,w3_to_w1_B_reg_1_7_8_14_15_21_cap_100,watch_time_w3 / watch_time_w1 capped at 100,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,watch_time_w1,zero,both NaN treated as match,23343,15690,7653,0.6721501092404575,100.0,2.1814672585397576,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=100.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=44.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=0.0732984293193717, candidate=0.0979020979020979 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=0.0, candidate=100.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=6.538461538461538, candidate=44.0",False,False,,both_nan_match,,
diff_between_w2_w1,diff_between_w2_w1_B_reg_1_7_8_14_15_21,diff_between_w2_w1 calculated from weekly watch_time sums,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,,,both NaN treated as match,23343,13615,9728,0.5832583643918948,1538.0,48.97035513858544,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=122.0, candidate=170.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-2.0, candidate=-4.0","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=214.0, candidate=212.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=129.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=-99.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=122.0, candidate=170.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-2.0, candidate=-4.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=214.0, candidate=212.0",False,False,,both_nan_match,,
diff_between_w3_w1,diff_between_w3_w1_B_reg_1_7_8_14_15_21,diff_between_w3_w1 calculated from weekly watch_time sums,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,,,both NaN treated as match,23343,11794,11549,0.5052478259006983,1171.0,44.82268774364906,"USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=-177.0, candidate=-129.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-3.0, candidate=-4.0","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=278.0, candidate=277.0","USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0 | USER_KEY=ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1..., value=-99.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., master=-177.0, candidate=-129.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-3.0, candidate=-4.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=278.0, candidate=277.0",False,False,,both_nan_match,,
diff_between_w3_w2,diff_between_w3_w2_B_reg_1_7_8_14_15_21,diff_between_w3_w2 calculated from weekly watch_time sums,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,,,both NaN treated as match,23343,13860,9483,0.5937540161932914,1472.0,47.13194533693184,"USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-1.0, candidate=0.0","USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=64.0, candidate=65.0","USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=90.0, candidate=99.0","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=-299.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=-129.0 | USER_KEY=534bc7b6b1ce05de6523f79872108d8dccc1dab38e2c1fb3c40e96913..., value=0.0","USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., master=-1.0, candidate=0.0 | USER_KEY=70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf..., master=64.0, candidate=65.0 | USER_KEY=985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6e..., master=90.0, candidate=99.0",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_B_reg_1_7_8_14_15_21_three_week_sum_ge_0p5,w1 watch_time / three_week_sum >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,three_week_sum,zero,both NaN treated as match,23343,21172,2171,0.9069956732210941,1.0,0.09300432677890588,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1","USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1 | USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_B_reg_1_7_8_14_15_21_three_week_sum_gt_0p5,w1 watch_time / three_week_sum > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,three_week_sum,zero,both NaN treated as match,23343,21085,2258,0.9032686458467206,1.0,0.09673135415327935,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1","USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1 | USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_B_reg_1_7_8_14_15_21_master_total_watch_time_equivalent_ge_0p5,w1 watch_time / master_total_watch_time_equivalent >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,21172,2171,0.9069956732210941,1.0,0.09300432677890588,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1","USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1 | USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w1_over_50%,is_w1_over_50%_B_reg_1_7_8_14_15_21_master_total_watch_time_equivalent_gt_0p5,w1 watch_time / master_total_watch_time_equivalent > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,21085,2258,0.9032686458467206,1.0,0.09673135415327935,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1","USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=0.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=1.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=0.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=0.0, candidate=1 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=0.0, candidate=1 | USER_KEY=3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_B_reg_1_7_8_14_15_21_three_week_sum_ge_0p5,w2 watch_time / three_week_sum >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,three_week_sum,zero,both NaN treated as match,23343,20574,2769,0.881377714946665,1.0,0.11862228505333505,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_B_reg_1_7_8_14_15_21_three_week_sum_gt_0p5,w2 watch_time / three_week_sum > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,three_week_sum,zero,both NaN treated as match,23343,20532,2811,0.8795784603521398,1.0,0.12042153964786018,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_B_reg_1_7_8_14_15_21_master_total_watch_time_equivalent_ge_0p5,w2 watch_time / master_total_watch_time_equivalent >= 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,20574,2769,0.881377714946665,1.0,0.11862228505333505,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1",False,False,,both_nan_match,,
is_w2_over_50%,is_w2_over_50%_B_reg_1_7_8_14_15_21_master_total_watch_time_equivalent_gt_0p5,w2 watch_time / master_total_watch_time_equivalent > 0.5,View_History_v2.csv; User_Mapping_v2.csv; Membership_v2.csv,USER_NUM; watch_time(min); watch_day; reg_date,USER_KEY,Membership_v2.csv reg_date,B_reg_1_7_8_14_15_21,master_total_watch_time_equivalent,zero,both NaN treated as match,23343,20532,2811,0.8795784603521398,1.0,0.12042153964786018,"USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0","USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0","USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1","USER_KEY=7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc1..., value=1.0 | USER_KEY=4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef459..., value=0.0 | USER_KEY=01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793..., value=1.0","USER_KEY=2c9e3f9186e5dcd624c026c3a72b3070a03822476c6d1cda79011eef7..., master=1.0, candidate=0 | USER_KEY=682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1..., master=1.0, candidate=0 | USER_KEY=b034b4906fb719f737aeb897bc8cb7b2945f4e12e9d9c0d3c40562e67..., master=0.0, candidate=1",False,False,,both_nan_match,,
